Season,State,Annual_Rainfall,Pesticide,Yield,Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius at 2 Meters,Specific Humidity at 2 Meters (g/kg),Relative Humidity at 2 Meters (%),Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
Kharif     ,Assam,2354.4,3058.63,0.521363636,West,Peaty,Wheat,352.1426627,36.30635186,18.01,84.24,TRUE,FALSE,Sunny,61,4.047509749
Whole Year ,Assam,2354.4,8865.59,39.89304348,West,Sandy,Cotton,230.3248595,38.42474953,18.15,85.33,TRUE,TRUE,Rainy,76,4.233171914
Whole Year ,Assam,2354.4,2735.57,3.435652174,West,Chalky,Cotton,860.828087,29.34551923,18.19,85.45,FALSE,FALSE,Rainy,138,5.27392663
Whole Year ,Assam,2354.4,811.42,4.445217391,East,Peaty,Soybean,367.6189356,19.44790774,18.38,85.77,TRUE,TRUE,Rainy,84,5.123790793
Whole Year ,Assam,2354.4,424.85,0.569545455,North,Chalky,Soybean,696.3488051,19.20383782,18.18,85.76,FALSE,TRUE,Sunny,146,4.703738326
Whole Year ,Assam,2354.4,3111.41,0.666956522,North,Chalky,Wheat,575.2878552,23.23553936,18.2,84.36,TRUE,FALSE,Cloudy,67,5.058686789
Rabi       ,Assam,2354.4,25981.39,0.999545455,North,Chalky,Maize,897.1034542,27.77201805,18.7,84.03,FALSE,FALSE,Sunny,84,5.094292734
Whole Year ,Goa,2964.9,435,1.21,North,Clay,Soybean,272.0505746,35.03691355,18.24,86.04,TRUE,TRUE,Rainy,118,4.641245126
Whole Year ,Goa,2964.9,551,7.58,North,Loam,Maize,422.594227,27.79641795,18.31,85.98,TRUE,FALSE,Rainy,83,4.107177644
Whole Year ,Goa,2964.9,72.5,0.28,East,Peaty,Barley,770.1576218,27.71433069,18.4,86.02,FALSE,TRUE,Rainy,99,5.250441163
Whole Year ,Goa,2964.9,15333.75,0.28,South,Silt,Barley,843.5080749,34.08150915,18.22,84.48,FALSE,FALSE,Sunny,138,4.45344342
Whole Year ,Goa,2964.9,7208.82,4867.65,East,Peaty,Maize,445.0093807,39.67694038,18.37,85.54,FALSE,FALSE,Cloudy,105,2.778746191
Kharif     ,Goa,2964.9,101.5,1.18,West,Peaty,Rice,396.6124076,25.55290755,18.28,85.16,FALSE,FALSE,Cloudy,127,2.248345812
Rabi       ,Goa,2964.9,303.92,2.03,East,Peaty,Wheat,419.6524662,19.11218674,18.35,84.92,TRUE,TRUE,Sunny,69,5.387089196
Rabi       ,Goa,2964.9,2514.59,1.06,North,Peaty,Wheat,280.8603734,25.77595228,18.49,86.09,FALSE,FALSE,Sunny,65,2.058094572
Kharif     ,Goa,2964.9,348,0.27,East,Silt,Barley,201.7660396,34.91045218,18.41,86.03,FALSE,TRUE,Cloudy,99,3.078361629
Kharif     ,Goa,2964.9,725,0.99,North,Loam,Rice,693.8977748,28.13080174,18.34,86.1,TRUE,TRUE,Cloudy,146,6.863986846
Kharif     ,Goa,2964.9,11890,2.54,East,Sandy,Barley,487.4796251,29.45833037,18.43,85.51,TRUE,FALSE,Sunny,144,3.034154764
Rabi       ,Goa,2964.9,4477.31,3.04,North,Chalky,Cotton,908.6074198,34.09469701,18.43,84.23,FALSE,FALSE,Sunny,78,4.636439152
Whole Year ,Goa,2964.9,382.8,48.48,West,Clay,Wheat,107.5587022,27.42997034,18.22,85.42,FALSE,FALSE,Sunny,138,1.151053058
Whole Year ,Karnataka,1260.8,28433.63,6.232,North,Loam,Barley,200.6454017,24.99752958,18.38,84.98,TRUE,FALSE,Sunny,116,3.054292762
Kharif     ,Karnataka,1260.8,137864.84,0.400833333,East,Silt,Maize,610.2624745,37.31458936,18.37,84.67,TRUE,TRUE,Sunny,95,6.737278095
Kharif     ,Karnataka,1260.8,120586.64,0.601764706,West,Loam,Barley,419.3219468,20.46718284,18.19,83.44,TRUE,FALSE,Sunny,97,3.603087146
Rabi       ,Karnataka,1260.8,130.79,1.19,East,Silt,Maize,900.3110977,33.87532257,18.27,83.65,TRUE,TRUE,Sunny,86,8.114759984
Summer     ,Karnataka,1260.8,245.34,0.59,West,Clay,Soybean,900.7338409,32.53272624,18.58,83.45,FALSE,TRUE,Rainy,111,6.425243097
Whole Year ,Karnataka,1260.8,1272.23,2.238,South,Silt,Maize,467.5449619,19.32941184,18.67,85.48,FALSE,TRUE,Sunny,113,3.390424351
Whole Year ,Karnataka,1260.8,5863.22,0.06,South,Loam,Soybean,876.7465424,16.6765997,18.5,84.85,TRUE,FALSE,Rainy,147,6.042947463
Kharif     ,Karnataka,1260.8,7901.34,0.831818182,South,Sandy,Maize,716.3336741,21.96898375,18.51,83.52,TRUE,TRUE,Cloudy,100,6.785676344
Whole Year ,Karnataka,1260.8,90015.71,4692.261111,East,Loam,Cotton,472.2079711,35.49372702,17.72,83.4,TRUE,FALSE,Cloudy,86,3.462109463
Whole Year ,Karnataka,1260.8,5201.15,0.118,East,Clay,Barley,459.3699017,18.61276117,17.54,82.11,FALSE,FALSE,Cloudy,143,2.549248136
Kharif     ,Karnataka,1260.8,184583.55,1.556521739,West,Chalky,Maize,417.7844833,36.9623925,17.81,82.79,TRUE,FALSE,Rainy,137,4.506707799
Whole Year ,Karnataka,1260.8,49392.51,1.123703704,West,Silt,Cotton,328.6553856,37.70816483,17.61,85.07,TRUE,FALSE,Cloudy,71,2.995576526
Whole Year ,Karnataka,1260.8,1036.46,1.459411765,West,Silt,Rice,613.3057934,28.60557775,17.61,84.12,TRUE,FALSE,Sunny,105,4.674308895
Kharif     ,Karnataka,1260.8,1129.84,12.75944444,West,Peaty,Cotton,600.5133541,34.06403927,17.7,84.54,TRUE,TRUE,Cloudy,61,5.833724043
Rabi       ,Karnataka,1260.8,103044.54,0.573478261,North,Loam,Maize,734.9436401,17.78008484,18.09,84.63,TRUE,FALSE,Sunny,132,4.823147342
Kharif     ,Karnataka,1260.8,293647.33,0.8568,South,Peaty,Rice,469.2216028,17.82877749,18.3,85.43,TRUE,TRUE,Cloudy,99,4.453816572
Rabi       ,Karnataka,1260.8,63059.05,1.3052,North,Peaty,Maize,866.193901,37.32512898,17.8,84.36,TRUE,FALSE,Cloudy,111,5.782292119
Kharif     ,Karnataka,1260.8,54950.94,0.504615385,North,Loam,Cotton,655.1526983,28.95549393,17.94,83.43,FALSE,FALSE,Cloudy,114,4.065556123
Rabi       ,Karnataka,1260.8,39085.91,0.4492,North,Chalky,Soybean,835.0323108,32.78484152,18.03,84.39,FALSE,FALSE,Rainy,117,5.000829499
Kharif     ,Karnataka,1260.8,122034.32,1.305714286,North,Loam,Rice,524.9867222,22.25950041,18.01,84.24,TRUE,TRUE,Sunny,107,5.160104636
Rabi       ,Karnataka,1260.8,411846.98,0.7235,South,Peaty,Rice,168.4832997,17.98558075,18.15,85.33,TRUE,FALSE,Rainy,60,2.55959623
Summer     ,Karnataka,1260.8,2580.13,2.461333333,North,Chalky,Cotton,955.236483,28.20614749,18.19,85.45,TRUE,FALSE,Sunny,80,6.363851005
Rabi       ,Karnataka,1260.8,5743.74,0.315,West,Silt,Wheat,754.791294,29.46051237,18.38,85.77,FALSE,FALSE,Rainy,98,3.932438351
Kharif     ,Karnataka,1260.8,130636.88,3.366,East,Sandy,Rice,331.9366966,28.89085767,18.18,85.76,FALSE,TRUE,Cloudy,71,3.827378716
Rabi       ,Karnataka,1260.8,14477.38,1.97952381,West,Loam,Wheat,957.3445032,19.52483091,18.2,84.36,TRUE,TRUE,Rainy,63,7.980998252
Summer     ,Karnataka,1260.8,3472.46,2.241904762,East,Loam,Cotton,583.1918987,25.10666316,18.7,84.03,FALSE,TRUE,Rainy,113,4.499057565
Kharif     ,Karnataka,1260.8,90398.8,0.180769231,West,Sandy,Wheat,258.9458802,31.20086052,18.24,86.04,FALSE,FALSE,Sunny,67,1.758334875
Rabi       ,Karnataka,1260.8,4531.83,0.438823529,West,Loam,Soybean,441.4867639,18.15251881,18.31,85.98,TRUE,FALSE,Rainy,76,3.754276438
Kharif     ,Karnataka,1260.8,12137.37,0.214782609,East,Silt,Barley,635.632549,28.41228085,18.4,86.02,FALSE,FALSE,Cloudy,90,4.642737932
Kharif     ,Karnataka,1260.8,23177.09,5.363636364,South,Sandy,Barley,686.281663,31.93846342,18.22,84.48,FALSE,TRUE,Cloudy,83,4.734659683
Rabi       ,Karnataka,1260.8,2575.78,8.936315789,North,Peaty,Maize,365.1492454,32.25378182,18.37,85.54,TRUE,TRUE,Cloudy,127,4.138587417
Summer     ,Karnataka,1260.8,1391.13,11.86631579,West,Sandy,Rice,638.5281345,38.92871641,18.28,85.16,FALSE,TRUE,Cloudy,87,4.605927268
Kharif     ,Karnataka,1260.8,501.7,9.265882353,South,Peaty,Soybean,166.9016788,23.06572406,18.35,84.92,FALSE,FALSE,Sunny,77,1.323224297
Rabi       ,Karnataka,1260.8,143.26,8.948181818,North,Silt,Maize,482.8455055,22.00179352,18.49,86.09,FALSE,FALSE,Sunny,93,2.768247046
Summer     ,Karnataka,1260.8,459.07,7.827,South,Clay,Wheat,531.2565045,32.61803657,18.41,86.03,FALSE,FALSE,Cloudy,134,2.847506314
Kharif     ,Karnataka,1260.8,8338.95,12.37333333,South,Peaty,Cotton,398.8005212,37.33910578,18.34,86.1,FALSE,FALSE,Rainy,131,2.383556459
Rabi       ,Karnataka,1260.8,1210.17,18.90714286,North,Sandy,Rice,550.0733489,15.54339861,18.43,85.51,TRUE,FALSE,Rainy,95,4.268646789
Summer     ,Karnataka,1260.8,329.73,17.6,West,Loam,Rice,714.3206179,19.33008064,18.43,84.23,FALSE,TRUE,Sunny,87,6.310833681
Whole Year ,Karnataka,1260.8,77.72,14.59,South,Loam,Rice,228.620149,36.03057452,18.22,85.42,TRUE,TRUE,Sunny,124,4.250598833
Kharif     ,Karnataka,1260.8,285990.17,1.418,West,Peaty,Soybean,811.157804,19.94653469,18.38,84.98,TRUE,TRUE,Cloudy,116,7.138815425
Rabi       ,Karnataka,1260.8,9811.57,1.361,West,Peaty,Maize,546.4365753,37.53667878,18.37,84.67,TRUE,TRUE,Rainy,74,6.716028784
Summer     ,Karnataka,1260.8,3095.17,2.239230769,West,Sandy,Maize,629.9654839,17.91267569,18.19,83.44,TRUE,FALSE,Sunny,140,5.343244277
Kharif     ,Karnataka,1260.8,1935.17,0.210625,North,Silt,Soybean,415.9623753,23.79621885,18.27,83.65,FALSE,TRUE,Sunny,89,4.084015431
Kharif     ,Karnataka,1260.8,312965.97,2.310740741,East,Clay,Soybean,827.977618,23.75879959,18.58,83.45,TRUE,FALSE,Rainy,105,6.233795656
Rabi       ,Karnataka,1260.8,15016.78,2.054285714,West,Loam,Barley,104.2084861,15.06643444,18.67,85.48,TRUE,TRUE,Cloudy,77,3.695861827
Summer     ,Karnataka,1260.8,85790.7,2.99375,East,Chalky,Soybean,106.9572451,28.58141325,18.5,84.85,FALSE,TRUE,Cloudy,79,1.756855535
Rabi       ,Karnataka,1260.8,28271.23,0.616428571,East,Loam,Cotton,928.7468117,17.54081344,18.51,83.52,FALSE,TRUE,Sunny,140,6.558437415
Kharif     ,Karnataka,1260.8,33422.5,0.417307692,South,Silt,Soybean,710.3668631,20.28706451,17.72,83.4,FALSE,TRUE,Sunny,149,5.784365388
Kharif     ,Karnataka,1260.8,18939.61,1.060588235,West,Loam,Wheat,857.8176182,34.83133561,17.54,82.11,FALSE,TRUE,Sunny,132,6.505786413
Kharif     ,Karnataka,1260.8,124896.04,0.382608696,West,Sandy,Rice,869.6880075,37.80320813,17.81,82.79,TRUE,FALSE,Cloudy,65,6.755905914
Rabi       ,Karnataka,1260.8,104259.06,0.390416667,West,Clay,Wheat,137.2497753,39.11489293,17.61,85.07,TRUE,TRUE,Rainy,68,4.782388619
Summer     ,Karnataka,1260.8,12515.24,0.595217391,East,Chalky,Cotton,909.4623265,31.40936791,17.61,84.12,TRUE,TRUE,Cloudy,108,7.781977055
Whole Year ,Karnataka,1260.8,1452.03,4.682380952,North,Clay,Rice,108.2408595,39.9887035,17.7,84.54,FALSE,FALSE,Rainy,141,1.978782144
Rabi       ,Karnataka,1260.8,78004.49,0.848823529,East,Chalky,Rice,489.6776756,28.4948637,18.09,84.63,FALSE,FALSE,Cloudy,95,2.905430442
Whole Year ,Kerala,3151.5,21355.31,0.797857143,West,Chalky,Maize,348.3353963,37.74767735,18.3,85.43,FALSE,TRUE,Rainy,107,4.078291721
Whole Year ,Kerala,3151.5,8851.09,12.85714286,West,Silt,Maize,357.4849435,18.72323916,17.8,84.36,TRUE,FALSE,Cloudy,138,4.332045225
Whole Year ,Kerala,3151.5,52891.36,0.261428571,West,Silt,Rice,628.8669794,34.66890885,17.94,83.43,TRUE,TRUE,Sunny,75,6.506470857
Whole Year ,Kerala,3151.5,12020.21,0.045555556,East,Loam,Wheat,382.6307213,27.86168413,18.03,84.39,TRUE,FALSE,Cloudy,90,4.296049273
Whole Year ,Kerala,3151.5,26467.72,0.484285714,West,Silt,Wheat,236.9853893,30.05747961,18.01,84.24,TRUE,TRUE,Cloudy,145,4.803667493
Whole Year ,Kerala,3151.5,255863.52,5304.749286,South,Loam,Rice,908.62472,29.72093553,18.15,85.33,FALSE,TRUE,Cloudy,86,6.012473448
Kharif     ,Kerala,3151.5,3189.71,1.61,West,Chalky,Maize,783.0419237,36.90043456,18.19,85.45,FALSE,TRUE,Rainy,92,6.8114052
Whole Year ,Kerala,3151.5,86.13,0.937777778,North,Chalky,Soybean,336.0924372,24.18765021,18.38,85.77,FALSE,FALSE,Cloudy,117,2.345567189
Whole Year ,Kerala,3151.5,215.18,17,South,Clay,Barley,598.341201,30.58842992,18.18,85.76,TRUE,TRUE,Cloudy,117,6.432433543
Whole Year ,Kerala,3151.5,3221.03,2.93,West,Silt,Cotton,706.8403557,28.81342005,18.2,84.36,FALSE,TRUE,Sunny,74,6.342770793
Kharif     ,Kerala,3151.5,2036.09,0.62,South,Silt,Barley,979.4557989,16.63853378,18.7,84.03,FALSE,FALSE,Cloudy,149,4.990472749
Kharif     ,Kerala,3151.5,631.33,0.505,West,Silt,Maize,356.9107804,37.70027735,18.24,86.04,FALSE,TRUE,Sunny,93,4.374589648
Kharif     ,Kerala,3151.5,335.53,0.81,North,Silt,Soybean,893.2481292,15.32394726,18.31,85.98,FALSE,FALSE,Rainy,101,4.185116692
Autumn     ,Kerala,3151.5,34862.93,1.856923077,West,Silt,Wheat,637.9550415,36.53323433,18.4,86.02,TRUE,TRUE,Cloudy,139,6.979539078
Summer     ,Kerala,3151.5,16733,2.116153846,South,Sandy,Cotton,250.5574624,29.90508094,18.22,84.48,TRUE,TRUE,Sunny,135,3.800336943
Winter     ,Kerala,3151.5,50667.06,1.937142857,North,Loam,Rice,513.4312494,27.56435649,18.37,85.54,TRUE,FALSE,Rainy,98,4.764588982
Kharif     ,Kerala,3151.5,957.87,0.467272727,East,Loam,Soybean,287.5030289,16.31297386,18.28,85.16,FALSE,TRUE,Rainy,65,2.850462288
Whole Year ,Kerala,3151.5,1786.4,64.83,North,Chalky,Wheat,114.5651314,20.79183445,18.35,84.92,TRUE,TRUE,Rainy,68,4.110830738
Whole Year ,Kerala,3151.5,318.71,11.718,North,Clay,Cotton,723.5175938,15.15776658,18.49,86.09,TRUE,FALSE,Rainy,149,6.074067352
Whole Year ,Kerala,3151.5,32704.46,25.51785714,North,Peaty,Rice,946.3750168,21.3120333,18.41,86.03,TRUE,FALSE,Cloudy,131,5.543451811
Whole Year ,Kerala,3151.5,11.89,5.56,South,Sandy,Rice,196.6101639,36.49820155,18.34,86.1,FALSE,FALSE,Cloudy,77,1.243007296
Whole Year ,Kerala,3151.5,1074.74,1.997857143,North,Peaty,Maize,304.9163723,38.50531242,18.43,85.51,TRUE,FALSE,Cloudy,126,3.979901226
Whole Year ,Meghalaya,6552.7,2779.65,1.151666667,West,Loam,Rice,649.3404973,38.69387525,18.43,84.23,FALSE,TRUE,Cloudy,73,5.726989626
Kharif     ,Meghalaya,6552.7,249.69,0.803333333,North,Chalky,Maize,646.9853458,31.22130349,18.22,85.42,FALSE,FALSE,Cloudy,61,3.674929101
Whole Year ,Meghalaya,6552.7,1506.26,11.26714286,North,Clay,Wheat,358.6172216,18.79298916,18.38,84.98,TRUE,FALSE,Rainy,76,3.498599968
Kharif     ,Meghalaya,6552.7,2189.21,0.796666667,West,Sandy,Soybean,940.5086294,21.9264538,18.37,84.67,FALSE,TRUE,Cloudy,80,6.356939522
Whole Year ,Meghalaya,6552.7,511.56,0.598571429,West,Chalky,Wheat,785.4581326,33.83380795,18.19,83.44,FALSE,TRUE,Rainy,109,6.447866685
Kharif     ,Meghalaya,6552.7,2146.87,6.008571429,East,Sandy,Barley,904.5084595,39.24377966,18.27,83.65,TRUE,TRUE,Sunny,64,8.209796225
Rabi       ,Meghalaya,6552.7,134.27,0.61,North,Loam,Rice,343.0011006,16.30234893,18.58,83.45,FALSE,TRUE,Sunny,95,2.555980441
Kharif     ,Meghalaya,6552.7,1229.89,7.553333333,South,Silt,Cotton,146.7847145,32.93950416,18.67,85.48,TRUE,FALSE,Cloudy,146,2.695418903
Kharif     ,Meghalaya,6552.7,14.79,0.45,North,Peaty,Wheat,170.1931304,17.87030687,18.5,84.85,FALSE,TRUE,Cloudy,146,2.727696635
Kharif     ,Meghalaya,6552.7,4993.51,1.457142857,North,Loam,Rice,667.7416142,25.86223198,18.51,83.52,TRUE,FALSE,Rainy,103,5.103637171
Kharif     ,Meghalaya,6552.7,1357.49,4.58,West,Silt,Barley,258.3465148,33.09557269,17.72,83.4,FALSE,FALSE,Sunny,123,2.668127661
Whole Year ,Meghalaya,6552.7,252.59,0.68,East,Loam,Maize,492.6380553,35.77617859,17.54,82.11,TRUE,TRUE,Sunny,105,5.767022595
Rabi       ,Meghalaya,6552.7,562.02,0.755714286,North,Sandy,Rice,130.5032577,26.57114581,17.81,82.79,FALSE,FALSE,Rainy,109,1.544694344
Whole Year ,Meghalaya,6552.7,6018.37,7.738571429,South,Loam,Rice,798.5162746,31.74023326,17.61,85.07,TRUE,FALSE,Rainy,138,6.714573745
Rabi       ,Meghalaya,6552.7,2005.64,0.635714286,North,Clay,Soybean,783.9345941,27.50869611,17.61,84.12,FALSE,TRUE,Cloudy,130,5.395438777
Kharif     ,Meghalaya,6552.7,30566.58,1.51,South,Sandy,Cotton,609.9458088,17.76890369,17.7,84.54,FALSE,FALSE,Sunny,67,3.975883656
Kharif     ,Meghalaya,6552.7,383.38,0.575714286,West,Peaty,Maize,356.8611001,24.01235722,18.09,84.63,TRUE,TRUE,Cloudy,86,4.678449651
Kharif     ,Meghalaya,6552.7,818.67,0.871428571,East,Loam,Barley,466.0562759,29.55821562,18.3,85.43,TRUE,FALSE,Sunny,139,4.482054548
Kharif     ,Meghalaya,6552.7,260.71,0.881428571,North,Silt,Rice,917.5202949,28.3943588,17.8,84.36,FALSE,TRUE,Cloudy,63,6.532143945
Whole Year ,Meghalaya,6552.7,24.07,2.328,East,Silt,Rice,503.8708158,23.42728256,17.94,83.43,FALSE,FALSE,Sunny,62,3.196079721
Whole Year ,Meghalaya,6552.7,1502.49,3.302857143,North,Peaty,Rice,549.6942454,18.24958473,18.03,84.39,TRUE,TRUE,Sunny,107,6.067369503
Whole Year ,Meghalaya,6552.7,1149.27,6.547142857,South,Silt,Soybean,525.5906601,31.76194819,18.01,84.24,FALSE,TRUE,Cloudy,105,4.410918709
Whole Year ,Meghalaya,6552.7,215.18,0.61,East,Sandy,Soybean,404.1745389,32.22615812,18.15,85.33,FALSE,TRUE,Sunny,100,3.595227818
Whole Year ,Meghalaya,6552.7,398.75,5.624285714,North,Clay,Soybean,370.3459059,16.79835798,18.19,85.45,TRUE,FALSE,Cloudy,117,3.302049515
Rabi       ,Meghalaya,6552.7,1243.23,1.605,West,Peaty,Maize,930.8668269,38.06038185,18.38,85.77,TRUE,TRUE,Rainy,61,7.432946374
Whole Year ,West Bengal,2152.5,2389.31,1.595294118,South,Sandy,Soybean,683.6850774,15.54731064,18.18,85.76,FALSE,FALSE,Cloudy,143,4.114077836
Kharif     ,West Bengal,2152.5,755.74,0.756923077,East,Loam,Soybean,574.3334366,18.66839177,18.2,84.36,TRUE,FALSE,Sunny,140,3.683715729
Kharif     ,West Bengal,2152.5,50.75,0.436666667,North,Silt,Wheat,778.2895563,26.29805674,18.7,84.03,TRUE,TRUE,Cloudy,131,8.86962346
Rabi       ,West Bengal,2152.5,1722.02,1.10375,East,Loam,Cotton,259.3935637,27.61689164,18.24,86.04,TRUE,FALSE,Sunny,91,2.860960833
Whole Year ,West Bengal,2152.5,833.75,0.24,North,Sandy,Cotton,504.6403235,24.54514909,18.31,85.98,FALSE,FALSE,Rainy,86,3.51459729
Rabi       ,West Bengal,2152.5,15.66,0.7,South,Sandy,Rice,168.0922057,16.4014742,18.4,86.02,FALSE,TRUE,Sunny,110,2.071648211
Whole Year ,West Bengal,2152.5,7138.64,12448.06222,West,Clay,Cotton,464.1566981,35.3078824,18.22,84.48,FALSE,TRUE,Cloudy,127,4.831938083
Kharif     ,West Bengal,2152.5,58,0.37,South,Sandy,Maize,516.9707883,17.45003805,18.37,85.54,FALSE,TRUE,Sunny,120,4.487272241
Whole Year ,West Bengal,2152.5,18662.66,0.890555556,East,Clay,Maize,373.3761151,28.10823909,18.28,85.16,TRUE,TRUE,Cloudy,62,5.122501623
Kharif     ,West Bengal,2152.5,2725.42,1.449444444,East,Chalky,Rice,550.8610321,22.40777899,18.35,84.92,TRUE,FALSE,Sunny,65,4.76368663
Rabi       ,West Bengal,2152.5,6752.94,0.875,North,Loam,Cotton,988.2435823,19.40767355,18.49,86.09,FALSE,TRUE,Cloudy,80,6.3191869
Whole Year ,West Bengal,2152.5,8745.53,1.128571429,South,Loam,Maize,638.7242531,19.3838728,18.41,86.03,TRUE,TRUE,Cloudy,87,6.153750811
Rabi       ,West Bengal,2152.5,1437.82,0.422,North,Chalky,Soybean,827.357846,38.70028613,18.34,86.1,TRUE,TRUE,Cloudy,140,7.409493345
Kharif     ,West Bengal,2152.5,256.94,0.465,South,Clay,Cotton,183.0344065,27.34615077,18.43,85.51,TRUE,FALSE,Cloudy,143,2.832201669
Kharif     ,West Bengal,2152.5,177499.14,13.24705882,East,Silt,Wheat,203.1786774,19.87723833,18.43,84.23,TRUE,TRUE,Sunny,93,3.777849881
Rabi       ,West Bengal,2152.5,6757,0.774666667,North,Clay,Cotton,152.293987,25.84847436,18.22,85.42,FALSE,FALSE,Rainy,124,1.352126539
Rabi       ,West Bengal,2152.5,2993.67,0.24,North,Silt,Soybean,460.3599281,23.65671146,18.38,84.98,TRUE,TRUE,Rainy,146,6.196712997
Kharif     ,West Bengal,2152.5,11170.51,2.634,South,Chalky,Wheat,898.5924703,33.10721992,18.37,84.67,FALSE,FALSE,Sunny,97,4.81004865
Rabi       ,West Bengal,2152.5,15056.51,0.600588235,West,Silt,Cotton,240.7843408,21.95247271,18.19,83.44,FALSE,FALSE,Cloudy,66,0.927276101
Kharif     ,West Bengal,2152.5,2874.19,8.453846154,South,Peaty,Wheat,683.399499,36.58698785,18.27,83.65,TRUE,TRUE,Cloudy,76,7.832750081
Kharif     ,West Bengal,2152.5,238.38,0.5075,West,Peaty,Cotton,395.5815539,16.05099783,18.58,83.45,TRUE,TRUE,Sunny,142,4.843482994
Rabi       ,West Bengal,2152.5,791.41,0.61,South,Chalky,Rice,675.3471255,30.28394801,18.67,85.48,FALSE,FALSE,Sunny,96,3.797643573
Summer     ,West Bengal,2152.5,2702.8,0.312857143,East,Silt,Barley,375.4737518,36.6797209,18.5,84.85,FALSE,TRUE,Sunny,101,4.075345751
Kharif     ,West Bengal,2152.5,2200.23,0.4075,North,Sandy,Cotton,267.823363,20.09649066,18.51,83.52,FALSE,TRUE,Rainy,61,3.408026144
Kharif     ,West Bengal,2152.5,222.72,0.516,South,Loam,Cotton,911.0343993,37.6281716,17.72,83.4,FALSE,TRUE,Cloudy,96,6.991782851
Rabi       ,West Bengal,2152.5,2676.7,0.70625,East,Loam,Rice,787.1044127,28.45956044,17.54,82.11,TRUE,TRUE,Sunny,85,7.072559805
Whole Year ,West Bengal,2152.5,92277.71,18.95944444,South,Chalky,Rice,256.5604407,36.83232524,17.81,82.79,TRUE,TRUE,Sunny,71,4.711290447
Kharif     ,West Bengal,2152.5,3739.55,0.91,North,Peaty,Rice,564.9727199,31.28078016,17.61,85.07,TRUE,TRUE,Cloudy,132,6.923433857
Rabi       ,West Bengal,2152.5,99863.82,0.667222222,South,Silt,Rice,885.413279,23.35028993,17.61,84.12,FALSE,TRUE,Rainy,85,6.725444586
Autumn     ,West Bengal,2152.5,123250.58,1.751111111,West,Loam,Wheat,610.9806871,15.44926758,17.7,84.54,TRUE,TRUE,Cloudy,101,5.638344907
Summer     ,West Bengal,2152.5,420637.17,3.22,North,Silt,Barley,831.9498086,30.09307075,18.09,84.63,TRUE,FALSE,Rainy,92,5.656059586
Winter     ,West Bengal,2152.5,1168299.8,1.781666667,West,Loam,Cotton,569.893336,23.46081056,18.3,85.43,FALSE,TRUE,Sunny,125,3.581165849
Rabi       ,West Bengal,2152.5,13.92,0.4575,East,Silt,Maize,941.5682295,33.35780392,17.8,84.36,FALSE,TRUE,Sunny,125,6.601630458
Whole Year ,West Bengal,2152.5,522,4.971428571,East,Silt,Maize,655.7366893,19.42332379,17.94,83.43,FALSE,FALSE,Sunny,80,3.726503751
Whole Year ,West Bengal,2152.5,29123.25,0.741111111,South,Chalky,Rice,198.7530265,24.28053974,18.03,84.39,FALSE,TRUE,Cloudy,137,2.958318999
Kharif     ,West Bengal,2152.5,1085.18,0.575714286,West,Clay,Soybean,110.1784254,28.07438376,18.01,84.24,FALSE,TRUE,Rainy,141,2.35057659
Rabi       ,West Bengal,2152.5,358.15,1.035,West,Chalky,Barley,916.4109697,24.88176154,18.15,85.33,TRUE,FALSE,Cloudy,146,6.50674972
Kharif     ,West Bengal,2152.5,232,0.481666667,North,Clay,Wheat,193.7922908,38.88483152,18.19,85.45,FALSE,TRUE,Cloudy,78,3.358886375
Whole Year ,West Bengal,2152.5,7815.21,75.314375,West,Loam,Cotton,308.7037593,16.14708905,18.38,85.77,FALSE,FALSE,Sunny,78,2.26239336
Kharif     ,West Bengal,2152.5,43.21,0.71,West,Chalky,Maize,429.2543323,27.27433349,18.18,85.76,FALSE,FALSE,Rainy,85,2.978861105
Whole Year ,West Bengal,2152.5,3701.27,1.569444444,North,Sandy,Maize,597.2721477,33.54188299,18.2,84.36,FALSE,FALSE,Rainy,73,3.836426804
Kharif     ,West Bengal,2152.5,17074.62,0.402222222,North,Clay,Soybean,154.2860761,31.60905482,18.7,84.03,FALSE,FALSE,Cloudy,77,0.97939106
Rabi       ,West Bengal,2152.5,4382.48,0.649090909,West,Chalky,Cotton,720.1120011,36.34658459,18.24,86.04,TRUE,TRUE,Sunny,134,7.535832142
Rabi       ,West Bengal,2152.5,106566.88,1.870555556,South,Loam,Soybean,509.3826054,17.25517538,18.31,85.98,TRUE,FALSE,Rainy,131,5.253103682
Whole Year ,Assam,2201.8,19835.28,0.746086957,North,Silt,Rice,302.5901802,27.78946494,18.4,86.02,TRUE,TRUE,Sunny,116,4.469444145
Kharif     ,Assam,2201.8,1961.82,0.707826087,North,Sandy,Barley,167.8720421,34.21157893,18.22,84.48,FALSE,FALSE,Sunny,66,1.612673895
Whole Year ,Assam,2201.8,11318.94,13.74652174,West,Silt,Cotton,696.0989407,35.87493816,18.37,85.54,FALSE,FALSE,Cloudy,92,5.089442719
Kharif     ,Assam,2201.8,466.02,0.423333333,West,Peaty,Barley,710.5925118,36.07728163,18.28,85.16,TRUE,TRUE,Sunny,97,6.264505897
